,online_order,book_table,Ratings,Votes,Rest_Type,dish_liked,Cuisines,Cost_of_2_people,Type,City
4999,1,0,3.9,169,21,3407,1163,1700.0,0,5
5000,1,1,4.2,576,20,2096,572,1200.0,0,5
5001,1,1,4.3,1048,20,3635,987,1600.0,0,5
5002,0,1,3.9,310,37,4424,1354,2000.0,0,5
5003,1,1,4.0,188,21,312,1368,1300.0,0,5
5004,0,0,3.9,183,20,2674,1327,2200.0,0,5
5005,1,0,3.9,158,20,3250,610,1300.0,0,5
5006,1,1,3.8,198,20,3074,988,1600.0,0,5
5007,0,1,4.2,271,37,4363,1000,3000.0,0,5
5008,1,0,4.1,119,20,1758,642,1000.0,0,5
5009,0,0,3.1,120,21,427,1311,1200.0,0,5
5010,0,0,2.8,253,20,4401,1203,1000.0,0,5
5011,0,0,3.9,89,20,4349,1400,1400.0,0,5
5012,0,1,3.9,100,20,1808,1163,1900.0,0,5
5013,0,0,3.0,107,20,2272,1311,800.0,0,5
5014,0,0,3.7,145,22,425,573,1000.0,0,5
5019,0,0,3.7,67,20,819,1557,500.0,0,5
5022,0,0,3.8,52,20,3235,1321,1200.0,0,5
5023,0,0,2.3,116,20,1663,604,650.0,0,5
5024,0,1,4.0,324,46,2294,1404,1300.0,0,5
5025,1,1,4.2,474,20,2556,1279,1700.0,0,5
5026,1,1,3.8,91,20,4361,1437,1800.0,0,5
5027,0,1,3.7,100,20,2140,1580,1600.0,0,5
5029,0,1,3.9,156,20,2106,1455,1100.0,0,5
5030,1,1,4.2,935,13,2903,386,750.0,1,5
5031,1,1,4.3,2660,13,3722,407,1200.0,1,5
5033,0,0,4.2,618,13,697,370,500.0,1,5
5034,1,0,3.8,72,13,4456,344,650.0,1,5
5040,1,0,3.6,104,13,700,405,800.0,1,5
5041,0,0,3.6,46,13,2015,333,350.0,1,5
5042,0,0,4.6,2257,13,2211,496,1100.0,1,5
5043,1,1,4.2,2838,22,4028,1016,800.0,1,5
5044,0,0,4.5,3568,13,654,339,900.0,1,5
5045,1,1,4.4,690,22,705,8,1700.0,1,5
5046,0,1,4.0,1701,13,3024,387,1000.0,1,5
5047,0,0,4.3,2635,13,1695,333,600.0,1,5
5048,1,0,4.4,1084,1,3847,179,600.0,1,5
5049,0,1,4.1,563,22,3373,1356,2500.0,1,5
5050,1,0,4.3,3547,13,712,460,650.0,1,5
5051,0,0,4.3,521,1,1652,1514,1400.0,1,5
5052,0,0,4.2,160,13,1624,500,750.0,1,5
5053,0,0,4.3,67,13,2861,481,400.0,1,5
5054,0,0,4.3,786,16,4715,454,900.0,1,5
5056,1,0,4.1,114,13,1709,169,700.0,1,5
5057,1,0,4.3,566,13,1340,408,700.0,1,5
5058,0,0,4.0,1443,33,823,789,500.0,1,5
5059,1,0,4.1,460,13,576,346,700.0,1,5
5060,1,0,3.9,461,16,1347,341,800.0,1,5
5061,1,0,4.3,1133,13,645,439,800.0,1,5
5062,0,1,3.9,296,13,2363,456,750.0,1,5
5064,1,0,3.6,95,16,3592,374,650.0,1,5
5066,0,0,4.0,47,13,1711,462,750.0,1,5
5067,1,0,4.2,115,14,2364,351,500.0,1,5
5068,0,0,4.2,115,22,1702,1080,1000.0,1,5
5070,0,1,3.7,91,14,3349,354,1000.0,1,5
5072,1,0,4.0,85,35,5184,443,400.0,1,5
5073,0,0,4.1,104,19,4417,472,1200.0,1,5
5075,1,0,3.9,66,10,926,512,500.0,1,5
5076,1,0,4.2,382,13,5200,1488,500.0,1,5
5078,1,0,3.4,122,13,1650,363,600.0,1,5
5079,0,1,3.9,315,13,2908,405,800.0,1,5
5082,0,0,3.7,145,22,425,573,1000.0,1,5
5085,0,0,3.9,74,13,2140,377,500.0,1,5
5086,0,0,3.8,99,13,135,421,600.0,1,5
5100,1,0,3.8,260,13,1727,333,700.0,1,5
5101,1,0,4.1,124,22,5189,660,900.0,1,5
5103,1,1,4.7,4639,59,1774,1468,1300.0,1,5
5104,1,0,4.3,652,17,835,428,750.0,1,5
5106,1,1,4.3,858,22,4881,661,1000.0,1,5
5107,1,0,4.2,739,13,4511,407,750.0,1,5
5113,1,1,4.1,94,62,265,934,300.0,2,5
5115,1,0,3.9,302,62,2076,1069,300.0,2,5
5116,1,0,4.0,473,62,3757,236,300.0,2,5
5117,1,0,4.3,284,62,584,331,500.0,2,5
5118,1,0,3.8,377,29,4365,929,450.0,2,5
5119,1,0,4.1,210,9,4548,225,150.0,2,5
5120,1,0,4.0,1393,62,725,324,600.0,2,5
5121,1,0,3.9,142,20,2089,239,800.0,2,5
5124,1,0,4.1,1079,66,539,321,550.0,2,5
5125,1,0,4.0,1072,62,4196,871,350.0,2,5
5127,1,0,3.8,88,62,4244,873,250.0,2,5
5128,1,0,4.3,290,72,1841,1399,500.0,2,5
5129,1,0,4.2,382,13,5200,1488,500.0,2,5
5130,1,0,3.5,350,62,778,1203,350.0,2,5
5131,1,0,4.3,889,29,1354,181,500.0,2,5
5133,1,0,4.3,3547,13,712,460,650.0,2,5
5134,1,0,3.3,261,20,278,1203,500.0,2,5
5135,1,0,3.9,59,29,2557,1119,600.0,2,5
5136,1,0,4.2,128,29,4074,236,650.0,2,5
5137,1,0,4.4,633,30,2342,962,400.0,2,5
5138,1,0,4.2,176,12,2251,1662,250.0,2,5
5139,1,0,4.0,1864,20,1996,1409,750.0,2,5
5140,1,0,3.5,68,72,5085,1163,200.0,2,5
5143,1,0,3.8,236,20,2191,1484,750.0,2,5
5144,1,0,3.8,61,62,1830,1163,400.0,2,5
5146,1,0,4.3,1217,20,3772,1498,1200.0,2,5
5147,1,0,3.6,206,62,547,323,400.0,2,5
5149,1,0,3.9,370,70,4112,1128,200.0,2,5
5150,1,0,3.8,97,29,3797,1475,750.0,2,5
5151,1,0,2.7,67,62,4215,106,400.0,2,5
5152,1,0,4.0,624,35,4852,782,450.0,2,5
5153,1,0,4.9,1746,30,1610,772,400.0,2,5
5154,1,1,3.8,194,20,2116,275,800.0,2,5
5155,1,0,4.1,204,62,1720,1604,250.0,2,5
5156,1,0,4.1,1443,20,331,111,800.0,2,5
5157,1,0,3.8,101,29,4299,1197,500.0,2,5
5158,1,1,4.4,2860,20,4429,109,750.0,2,5
5159,1,0,3.7,89,62,1019,1152,400.0,2,5
5160,1,0,4.1,1125,29,3785,272,650.0,2,5
5161,1,1,3.1,58,62,265,248,400.0,2,5
5163,1,1,4.2,1746,20,1061,255,750.0,2,5
5167,1,0,4.3,146,20,748,295,650.0,2,5
5170,1,1,4.4,3651,23,3343,1474,1300.0,2,5
5171,1,0,4.6,2490,20,537,814,1600.0,2,5
5172,1,1,4.3,375,20,3297,1666,1200.0,2,5
5174,1,1,4.3,2664,13,3722,407,1200.0,2,5
5177,1,0,3.9,67,10,926,512,500.0,2,5
5179,1,0,4.0,47,30,1913,778,300.0,2,5
5180,1,0,3.9,189,29,1222,924,600.0,2,5
5181,1,0,4.4,215,41,249,778,450.0,2,5
5182,1,0,4.0,175,20,1044,267,750.0,2,5
5183,1,0,3.700448817952718,0,29,4070,236,400.0,2,5
5184,1,1,4.7,4657,59,1774,1468,1300.0,2,5
5185,1,0,3.9,107,62,4354,1517,600.0,2,5
5186,1,0,3.1,163,62,4226,830,350.0,2,5
5187,1,0,4.4,1087,1,3847,179,600.0,2,5
5188,1,0,2.8,109,20,4981,618,500.0,2,5
5189,1,0,3.0,74,20,299,1163,500.0,2,5
5190,1,0,4.2,444,20,4948,1540,700.0,2,5
5191,1,1,4.3,2040,20,4712,1637,1500.0,2,5
5192,1,0,3.7,123,43,528,560,400.0,2,5
5194,1,0,4.0,568,11,4964,783,400.0,2,5
5195,1,0,4.2,172,20,2987,1158,800.0,2,5
5198,1,0,3.7,42,20,4923,604,900.0,2,5
5199,1,0,3.9,55,62,1283,257,400.0,2,5
5200,1,0,4.0,787,62,4286,90,400.0,2,5
5201,1,1,4.3,393,5,3345,898,1600.0,2,5
5202,1,0,3.9,238,20,2230,1223,800.0,2,5
5203,1,0,3.5,60,62,3906,1008,300.0,2,5
5204,1,0,4.1,54,20,1802,937,400.0,2,5
5205,1,1,4.5,1621,20,3660,1014,1300.0,2,5
5207,1,1,3.9,54,62,3773,285,350.0,2,5
5209,1,0,4.3,116,30,5165,794,400.0,2,5
5210,1,0,3.9,306,20,2956,611,500.0,2,5
5212,1,0,4.1,125,22,5189,660,900.0,2,5
5213,1,1,4.4,2560,20,3225,158,1600.0,2,5
5215,1,0,4.0,73,0,2268,175,250.0,2,5
5219,1,1,4.1,612,20,3587,47,1100.0,2,5
5221,1,0,3.9,100,70,917,1128,400.0,2,5
5222,1,0,3.9,847,20,3076,1152,700.0,2,5
5224,1,0,4.2,432,14,1634,483,700.0,2,5
5225,1,0,4.0,90,72,476,832,650.0,2,5
5226,1,0,4.3,570,13,1340,408,700.0,2,5
5227,1,1,4.0,1021,20,3337,1382,700.0,2,5
5228,1,0,3.9,148,30,4245,962,500.0,2,5
5229,1,0,3.5,64,71,3619,942,300.0,2,5
5232,1,0,4.0,85,35,5184,443,400.0,2,5
5234,1,0,4.2,93,62,2028,1571,300.0,2,5
5236,1,0,3.8,62,20,3470,1599,400.0,2,5
5239,1,0,3.8,83,32,2587,226,100.0,2,5
5240,1,0,4.1,569,62,4239,825,400.0,2,5
5241,1,0,3.9,113,62,4205,866,250.0,2,5
5242,1,0,4.0,78,64,4533,869,350.0,2,5
5243,1,0,3.9,117,62,3859,1484,800.0,2,5
5244,1,0,4.3,422,33,2218,784,400.0,2,5
5245,1,0,2.8,296,20,3033,236,600.0,2,5
5247,1,1,4.4,2229,39,4759,1020,3000.0,2,5
5249,1,0,4.2,127,20,5001,1664,700.0,2,5
5250,1,0,3.7,270,29,4408,1303,500.0,2,5
5254,1,0,3.9,241,13,2150,333,700.0,2,5
5257,1,0,4.3,7544,46,3362,33,1500.0,2,5
5258,1,0,3.9,148,41,1902,182,450.0,2,5
5259,1,0,4.1,68,20,3133,1163,700.0,2,5
5260,1,0,3.8,110,62,4304,84,300.0,2,5
5262,1,0,4.0,71,30,5175,772,400.0,2,5
5265,1,0,4.2,255,13,3774,402,500.0,2,5
5268,1,0,4.2,50,29,963,181,500.0,2,5
5269,1,1,4.2,2840,22,4028,1016,800.0,2,5
5270,1,0,3.7,129,62,5044,1599,40.0,2,5
5272,1,0,4.2,131,30,90,962,180.0,2,5
5273,1,0,4.0,289,30,2420,772,300.0,2,5
5274,1,0,3.9,61,9,2165,215,150.0,2,5
5276,1,0,4.2,1764,20,3312,627,750.0,2,5
5277,1,0,3.9,454,62,2315,271,400.0,2,5
5278,1,0,3.8,111,30,1184,188,500.0,2,5
5279,1,0,3.0,144,62,1933,243,200.0,2,5
5280,1,0,4.3,652,17,835,428,750.0,2,5
5283,1,0,4.1,110,68,883,1128,150.0,2,5
5284,1,1,3.9,96,21,113,1154,1300.0,2,5
5286,1,0,4.3,1703,46,2829,714,1300.0,2,5
5291,1,0,3.9,442,20,3070,297,600.0,2,5
5292,1,0,4.1,41,30,3304,794,150.0,2,5
5293,1,0,3.8,262,20,2720,606,850.0,2,5
5294,1,0,3.9,205,20,4201,1242,500.0,2,5
5297,1,0,4.0,113,20,3693,978,1000.0,2,5
5298,1,0,4.3,1283,16,3828,457,1000.0,2,5
5300,1,0,4.1,459,13,576,346,700.0,2,5
5301,1,0,3.9,450,20,333,104,700.0,2,5
5302,1,1,4.3,858,22,4881,661,1000.0,2,5
5306,1,0,4.2,231,2,2683,194,300.0,2,5
5307,1,0,4.4,319,20,2613,1382,800.0,2,5
5308,1,0,3.9,224,20,4320,1349,950.0,2,5
5310,1,0,3.8,59,69,1885,858,300.0,2,5
5313,1,0,3.3,65,13,832,437,900.0,2,5
5315,1,0,3.9,206,20,3925,1491,800.0,2,5
5316,1,0,3.9,87,20,2309,1249,500.0,2,5
5320,1,1,4.2,980,21,4642,919,1000.0,2,5
5321,1,0,3.7,184,62,611,323,500.0,2,5
5322,1,0,4.1,159,62,3536,1461,300.0,2,5
5325,1,1,4.2,2270,21,2883,820,1400.0,2,5
5326,0,1,4.3,2651,5,154,721,1300.0,2,5
5328,1,1,4.4,1840,20,3940,1015,1500.0,2,5
5329,1,0,3.1,54,29,661,626,500.0,2,5
5330,1,0,3.4,334,20,344,82,550.0,2,5
5331,1,0,3.5,73,45,3910,1486,600.0,2,5
5332,1,0,4.2,739,13,4511,407,750.0,2,5
5336,1,0,4.1,183,30,1729,772,550.0,2,5
5338,1,1,4.0,2103,27,4373,541,2000.0,2,5
5343,1,0,4.3,94,20,4619,1094,550.0,2,5
5346,1,1,4.0,932,21,615,22,1000.0,2,5
5348,1,0,4.3,392,13,540,342,700.0,2,5
5349,1,0,3.9,169,62,4198,1406,600.0,2,5
5350,1,0,3.9,64,63,701,824,250.0,2,5
5352,1,1,4.3,763,20,4916,1504,1400.0,2,5
5354,1,0,4.1,1117,20,4027,14,1500.0,2,5
5355,1,0,3.7,81,62,1661,1581,200.0,2,5
5358,1,0,4.1,114,13,1709,169,700.0,2,5
5360,1,0,4.0,867,62,1400,1618,400.0,2,5
5362,1,0,2.8,54,62,2763,1627,400.0,2,5
5363,1,0,2.9,330,29,4979,1008,600.0,2,5
5364,1,0,3.2,56,72,2137,1275,400.0,2,5
5368,1,0,3.8,106,62,5035,1571,200.0,2,5
5371,1,0,4.1,115,14,974,351,450.0,2,5
5372,1,0,3.9,157,20,2713,1203,450.0,2,5
5375,1,0,4.2,391,13,1978,402,500.0,2,5
5377,1,0,4.0,104,20,4199,1267,500.0,2,5
5378,1,0,4.0,78,30,3302,778,500.0,2,5
5379,1,0,4.2,121,21,4338,1159,1000.0,2,5
5380,1,0,3.8,260,13,1727,333,700.0,2,5
5383,1,0,4.1,152,13,674,456,300.0,2,5
5384,1,0,3.9,256,20,386,1104,700.0,2,5
5388,1,0,2.9,50,62,2794,1599,350.0,2,5
5389,1,0,4.0,134,62,2135,826,450.0,2,5
5390,1,0,4.0,68,30,2331,772,250.0,2,5
5391,1,0,3.9,51,62,932,1662,200.0,2,5
5392,1,0,3.5,62,62,1895,267,400.0,2,5
5394,1,0,3.9,184,20,1719,1585,400.0,2,5
5395,1,0,4.0,1203,8,1577,665,2000.0,2,5
5399,1,0,3.8,208,20,4934,1607,400.0,2,5
5400,1,0,3.9,200,62,3084,1562,400.0,2,5
5401,1,1,4.0,144,13,2247,464,700.0,2,5
5403,1,0,3.9,117,20,1762,514,600.0,2,5
5405,1,1,4.2,937,13,2903,386,750.0,2,5
5406,1,1,4.3,61,20,100,1551,700.0,2,5
5407,1,0,4.2,33,30,2054,792,300.0,2,5
5410,1,0,4.4,222,62,694,320,700.0,2,5
5412,1,1,4.1,765,21,4732,29,1200.0,2,5
5413,1,0,3.9,186,62,2935,565,400.0,2,5
5415,0,0,3.7,32,20,265,1342,800.0,2,5
5417,1,0,3.8,66,62,2039,1581,200.0,2,5
5418,1,0,3.4,50,20,3570,1241,600.0,2,5
5419,1,1,4.1,294,20,430,920,1000.0,2,5
5420,1,0,3.6,82,20,3068,1203,500.0,2,5
5421,1,0,3.7,162,20,3277,606,700.0,2,5
5423,1,0,4.0,48,20,4772,1025,1500.0,2,5
5424,1,0,2.8,94,20,3247,612,600.0,2,5
5425,1,0,3.9,134,20,4900,1547,550.0,2,5
5426,1,0,4.4,69,62,2446,794,300.0,2,5
5427,0,0,4.2,618,13,697,370,500.0,2,5
5429,1,0,3.9,257,20,2714,1284,650.0,2,5
5430,1,0,3.7,66,13,2850,484,800.0,2,5
5431,1,0,3.6,95,16,3592,374,650.0,2,5
5433,1,0,4.2,115,14,2364,351,500.0,2,5
5437,1,0,3.8,71,13,2244,333,500.0,2,5
5438,0,1,4.1,373,20,763,1163,650.0,2,5
5441,1,1,4.3,225,5,3394,122,2000.0,2,5
5442,1,0,3.7,74,62,4554,1163,300.0,2,5
5449,1,0,3.4,122,13,1650,363,600.0,2,5
5450,1,0,4.1,402,20,2553,1385,750.0,2,5
5452,1,0,4.1,198,20,4634,1554,650.0,2,5
5453,1,0,3.8,74,20,2140,674,1000.0,2,5
5456,1,0,3.5,126,20,3229,560,700.0,2,5
5463,1,0,3.0,40,30,242,956,200.0,2,5
5464,1,0,3.7,279,20,4603,1279,800.0,2,5
5465,1,1,4.1,523,20,3790,621,800.0,2,5
5469,1,0,3.8,102,30,2414,794,300.0,2,5
5470,1,0,3.0,110,20,984,51,700.0,2,5
5471,1,0,3.8,96,13,135,421,600.0,2,5
5472,1,0,3.6,91,20,288,1290,550.0,2,5
5473,1,1,2.2,406,20,3160,1115,1000.0,2,5
5476,1,1,4.2,4732,20,858,1213,1500.0,2,5
5478,1,0,3.9,101,62,2570,1163,150.0,2,5
5482,1,0,3.8,37,20,1411,214,400.0,2,5
5484,0,0,3.9,122,20,1202,1022,500.0,2,5
5486,1,1,4.3,550,20,2095,572,1200.0,2,5
5487,1,0,4.0,153,20,4620,1279,700.0,2,5
5488,1,0,3.3,73,29,3797,1480,750.0,2,5
5490,1,1,4.4,1110,21,2093,209,1200.0,2,5
5491,1,1,4.0,929,20,5087,1501,800.0,2,5
5492,1,0,4.0,558,20,2453,1284,900.0,2,5
5493,1,0,3.8,72,13,4456,344,650.0,2,5
5494,1,1,4.1,247,20,2497,1039,800.0,2,5
5495,1,1,4.6,1211,21,4758,146,1700.0,2,5
5496,1,1,4.5,1394,21,2373,560,1700.0,2,5
5497,1,0,3.9,463,16,1347,341,800.0,2,5
5498,1,1,4.4,484,5,4314,1131,1900.0,2,5
5499,1,1,4.3,500,21,4153,560,1300.0,2,5
5502,1,0,2.6,72,62,798,1599,300.0,2,5
5503,1,1,4.0,1912,20,4386,1673,2100.0,2,5
5507,1,0,4.1,391,20,2993,545,600.0,2,5
5509,1,1,4.1,450,20,2569,1163,1000.0,2,5
5510,1,1,4.2,474,20,2556,1279,1700.0,2,5
5514,1,1,3.9,1361,37,3047,1163,2100.0,2,5
5516,1,0,4.2,133,20,3136,162,1500.0,2,5
5517,0,0,3.9,39,20,2929,619,500.0,2,5
5519,1,1,4.3,3484,61,5204,648,1700.0,2,5
5521,1,0,4.2,974,20,2654,598,1100.0,2,5
5523,1,1,4.1,860,20,4626,1544,1400.0,2,5
5524,1,0,4.0,779,20,4949,42,650.0,2,5
5525,1,0,3.6,104,13,700,405,800.0,2,5
5527,0,0,3.4,8,62,4806,1163,450.0,2,5
5531,1,0,4.0,360,20,2455,612,1000.0,2,5
5533,1,0,3.5,98,20,4833,1216,600.0,2,5
5536,1,0,4.1,290,62,499,329,600.0,2,5
5537,1,0,3.3,201,20,3241,522,700.0,2,5
5540,1,1,4.0,455,20,1761,606,1000.0,2,5
5542,1,0,4.3,901,20,2692,1019,2000.0,2,5
5543,1,0,3.7,50,20,365,1564,750.0,2,5
5545,1,1,4.2,2923,20,4733,976,1000.0,2,5
5546,1,1,4.1,853,20,3012,1544,1400.0,2,5
5547,1,1,4.1,207,5,1513,25,1500.0,2,5
5550,1,1,4.1,354,20,3175,1559,1200.0,2,5
5551,1,1,4.0,378,20,3339,1250,850.0,2,5
5552,1,1,4.3,3126,20,77,1424,1500.0,2,5
5556,1,1,4.4,218,20,4621,1539,850.0,2,5
5558,1,1,4.4,712,20,83,1096,1000.0,2,5
5562,1,0,3.6,54,20,1212,613,600.0,2,5
5564,1,1,3.8,297,20,3471,1229,1200.0,2,5
5565,1,0,4.0,176,29,3821,839,300.0,2,5
5566,1,0,3.9,118,20,478,675,1000.0,2,5
5567,1,0,4.0,2418,46,4560,852,1400.0,2,5
5568,1,1,4.1,1053,72,472,712,1400.0,2,5
5569,1,1,4.4,861,20,1503,157,1800.0,2,5
5572,1,0,3.8,109,72,3819,1008,400.0,2,5
5575,0,1,3.8,108,4,3761,1203,1400.0,2,5
5576,1,0,4.0,528,29,677,315,350.0,2,5
5577,1,1,3.8,81,20,3197,606,800.0,2,5
5583,1,0,3.2,46,62,1835,1163,300.0,2,5
5585,1,0,4.2,858,20,4999,1665,1800.0,2,5
5586,1,0,2.1,252,29,3044,1393,500.0,2,5
5587,1,0,4.0,1096,20,69,1056,1300.0,2,5
5589,0,0,4.3,1773,20,3038,43,800.0,2,5
5590,0,1,4.1,1327,21,3756,815,2100.0,2,5
5591,0,0,4.3,67,13,2861,481,400.0,2,5
5592,0,0,4.0,101,20,1924,522,550.0,2,5
5593,0,0,3.0,107,20,2272,1311,800.0,2,5
5594,0,0,3.7,145,22,425,573,1000.0,2,5
5596,0,0,3.7,160,62,3043,236,300.0,2,5
5598,0,1,3.6,277,21,3013,56,800.0,2,5
5600,0,0,2.9,46,20,348,1612,550.0,2,5
5609,0,0,4.1,121,20,767,1203,600.0,2,5
5611,1,0,4.1,119,20,1758,642,1000.0,2,5
5620,1,0,3.6,118,20,1186,522,500.0,2,5
5621,1,0,3.9,158,20,3250,610,1300.0,2,5
5622,1,0,3.7,46,20,64,1557,1000.0,2,5
5626,1,1,3.8,203,20,4827,1265,1200.0,2,5
5628,1,1,4.0,188,21,312,1368,1300.0,2,5
5630,1,0,4.3,783,62,2625,1163,300.0,2,5
5632,1,0,3.7,111,20,2234,1203,550.0,2,5
5633,1,0,3.8,170,62,3487,1424,250.0,2,5
5635,1,0,3.6,79,62,1901,1562,500.0,2,5
5636,1,0,3.8,263,72,1963,519,700.0,2,5
5638,0,1,4.4,2039,21,2261,933,1200.0,2,5
5640,0,1,4.1,93,57,1574,666,1000.0,2,5
5641,0,0,4.1,1543,57,188,765,1200.0,2,5
5642,0,0,3.9,234,5,1571,1002,1000.0,2,5
5643,1,0,3.9,84,5,4651,726,1500.0,2,5
5649,0,0,4.3,1348,20,2389,287,550.0,2,5
5650,0,1,4.1,473,20,3612,1137,800.0,2,5
5651,0,0,4.5,3569,13,654,339,900.0,2,5
5652,1,1,4.4,691,22,705,8,1700.0,2,5
5653,0,1,4.3,518,20,4763,1019,1400.0,2,5
5654,0,0,4.3,1187,20,3226,522,550.0,2,5
5655,0,0,4.4,1896,30,5149,964,400.0,2,5
5656,0,0,4.2,162,13,1624,500,750.0,2,5
5657,0,0,4.1,356,62,157,1188,400.0,2,5
5658,0,0,4.3,788,16,4715,454,900.0,2,5
5659,0,0,3.9,80,62,2957,522,500.0,2,5
5660,0,0,4.1,765,20,337,1383,800.0,2,5
5661,0,0,4.0,1443,33,823,789,500.0,2,5
5662,0,0,4.3,524,20,4359,1160,800.0,2,5
5663,0,0,4.3,183,30,5163,794,400.0,2,5
5664,1,0,4.3,1133,13,645,439,800.0,2,5
5665,0,0,4.0,101,62,4500,1029,150.0,2,5
5666,0,0,4.0,47,13,1711,462,750.0,2,5
5667,0,0,3.9,155,20,3733,1237,600.0,2,5
5668,0,0,3.9,52,72,1311,181,1200.0,2,5
5670,0,0,2.7,77,62,484,1242,500.0,2,5
5675,0,0,4.0,53,62,3147,1118,400.0,2,5
5676,0,0,3.8,95,62,4672,822,500.0,2,5
5678,0,0,3.9,134,20,3937,990,800.0,2,5
5691,0,1,3.9,156,20,2106,1455,1100.0,2,5
5693,0,0,4.0,209,20,4722,560,500.0,2,5
5694,0,0,4.2,221,30,2728,962,150.0,2,5
5709,0,0,4.1,399,62,2265,1185,300.0,2,5
5731,0,0,3.4,10,62,2213,1216,350.0,2,5
5746,0,0,3.8,41,62,4448,211,100.0,2,5
5747,0,0,3.4,27,62,3561,1378,300.0,2,5
5762,0,0,3.0,53,62,4875,1607,250.0,2,5
5766,1,0,2.8,142,3,1701,181,300.0,2,5
5773,1,0,3.9,430,20,1127,1147,550.0,2,5
5782,1,0,3.8,69,20,397,1597,500.0,2,5
5803,1,0,3.5,140,20,2730,1163,600.0,2,5
5805,1,1,3.8,198,20,3074,988,1600.0,2,5
5806,1,1,3.8,91,20,4361,1437,1800.0,2,5
5807,1,1,4.3,1048,20,3635,987,1600.0,2,5
5808,1,0,4.1,1079,66,539,321,550.0,3,5
5809,1,0,4.9,1746,30,1610,772,400.0,3,5
5812,1,0,4.4,215,41,249,778,450.0,3,5
5814,1,0,3.9,64,63,701,824,250.0,3,5
5815,1,0,3.9,148,41,1902,182,450.0,3,5
5816,1,0,4.2,131,30,90,962,180.0,3,5
5817,1,0,3.9,100,70,917,1128,400.0,3,5
5824,1,0,3.0,40,30,242,956,200.0,3,5
5831,1,0,4.0,93,30,2447,772,300.0,3,5
5832,0,1,4.1,473,20,3612,1137,800.0,3,5
5833,1,1,4.2,2840,22,4028,1016,800.0,3,5
5834,0,1,4.3,446,54,1767,1131,2000.0,3,5
5835,0,1,4.0,1703,13,3024,387,1000.0,3,5
5836,1,0,4.4,1087,1,3847,179,600.0,3,5
5837,0,0,4.4,1896,30,5149,964,400.0,3,5
5838,0,0,4.5,232,30,2357,795,1250.0,3,5
5839,0,0,4.3,521,1,1652,1514,1400.0,3,5
5840,0,0,3.6,221,62,2275,1650,300.0,3,5
5842,1,0,4.1,41,30,3304,794,150.0,3,5
5843,1,0,4.1,114,13,1709,169,700.0,3,5
5844,1,0,4.3,570,13,1340,408,700.0,3,5
5845,0,0,4.0,1443,33,823,789,500.0,3,5
5846,1,0,4.4,69,62,2446,794,300.0,3,5
5847,0,0,4.3,183,30,5163,794,400.0,3,5
5848,0,0,4.5,292,30,2344,962,400.0,3,5
5849,0,1,4.1,117,20,1459,646,2000.0,3,5
5850,1,0,4.2,432,14,1634,483,700.0,3,5
5851,1,1,4.1,294,20,430,920,1000.0,3,5
5852,1,0,4.2,115,14,2364,351,500.0,3,5
5853,0,0,4.0,97,30,494,175,400.0,3,5
5854,0,0,3.6,52,3,3976,188,300.0,3,5
5855,1,0,4.0,78,64,4533,869,350.0,3,5
5856,1,0,4.3,116,30,5165,794,400.0,3,5
5857,1,0,4.2,231,2,2683,194,300.0,3,5
5858,0,0,4.0,79,30,1642,772,800.0,3,5
5860,0,0,4.0,183,62,96,1128,400.0,3,5
5861,1,0,4.0,85,35,5184,443,400.0,3,5
5868,1,0,3.8,59,69,1885,858,300.0,3,5
5871,0,0,4.0,100,30,2543,962,150.0,3,5
5874,1,0,4.1,63,30,1795,772,900.0,3,5
5875,1,0,3.9,61,9,2165,215,150.0,3,5
5877,1,0,4.0,68,30,2331,772,250.0,3,5
5885,1,0,4.0,122,12,4490,218,400.0,3,5
5886,1,0,2.9,46,3,1749,187,400.0,3,5
5889,0,0,4.2,221,30,2728,962,150.0,3,5
5891,1,0,4.0,47,30,1913,778,300.0,3,5
5919,0,0,3.4,27,62,3561,1378,300.0,3,5
5925,1,0,4.1,49,29,957,181,500.0,3,5
5926,1,0,3.7,73,30,5133,778,350.0,3,5
5927,0,0,3.9,49,30,1644,175,600.0,3,5
5928,1,0,4.1,125,22,5189,660,900.0,3,5
5930,1,1,4.7,4657,59,1774,1468,1300.0,3,5
5931,0,0,4.1,211,3,3977,188,200.0,3,5
5932,1,0,4.3,652,17,835,428,750.0,3,5
5935,1,0,4.2,33,30,2054,792,300.0,3,5
5942,1,1,4.3,61,20,100,1551,700.0,4,5
5943,0,1,4.3,2651,5,154,721,1300.0,4,5
5944,0,1,4.4,1187,20,4760,1074,1100.0,4,5
5945,0,1,4.5,8375,61,2492,20,2000.0,4,5
5946,0,0,4.5,1573,21,1473,1557,1500.0,4,5
5947,0,1,4.4,256,54,1527,139,1500.0,4,5
5948,1,1,4.0,2103,27,4373,541,2000.0,4,5
5949,1,0,4.4,2090,20,413,1409,750.0,4,5
5950,0,1,4.2,240,57,1432,31,1500.0,4,5
5951,1,0,4.0,48,20,4772,1025,1500.0,4,5
5952,1,1,4.3,393,5,3345,898,1600.0,4,5
5953,1,0,4.1,1117,20,4027,14,1500.0,4,5
5954,0,0,4.2,4422,26,481,12,1200.0,4,5
5955,1,1,4.0,929,20,5087,1501,800.0,4,5
5956,0,1,4.1,548,60,2138,883,1100.0,4,5
5957,0,0,4.0,949,57,209,1203,1100.0,4,5
